Type,Price,Sqm Price,Size,Living Area,Ground Area,Rooms,Ownership Expense,Year Built,Story,Energy Label,Longitude,Latitude,ZipCode,Drop_Rate,Age of Building,Price_W_Drop_Rate,Town
Ejerlejlighed,5.495.000,75.273,73,67,,3,3.095,1886, 1, D,12.5748,55.696481,2100,4,136,5.275.200,København Ø
Ejerlejlighed,3.845.000,56.544,68,60,,2,3.228,1916, 1, C,12.583786,55.707325,2100,14,106,3.306.700,København Ø
Ejerlejlighed,9.995.000,61.697,162,162,,5,5.805,1957,0, D,12.576805,55.722492,2100,13,65,8.695.650,København Ø
Ejerlejlighed,6.195.000,60.735,102,94,,4,3.474,1915, 4, C,12.584536,55.708102,2100,2,107,6.071.100,København Ø
Ejerlejlighed,3.095.000,59.519,52,45,,2,2.810,1908, 1, C,12.560632,55.706457,2100,11,114,2.754.550,København Ø
Ejerlejlighed,3.350.000,63.207,53,45,,2,2.550,1901, 1, D,12.579157,55.705946,2100,4,121,3.216.000,København Ø
Ejerlejlighed,4.745.000,53.314,89,84,,3,3.646,1943, 2, C,12.576601,55.718668,2100,10,79,4.270.500,København Ø
Ejerlejlighed,3.495.000,54.609,64,55,,2,3.016,1908, 2, C,12.585827,55.704575,2100,10,114,3.145.500,København Ø
Ejerlejlighed,4.995.000,56.123,89,78,,4,4.731,1863, 2, D,,,2100,9,159,4.545.450,København Ø
Ejerlejlighed,5.995.000,68.908,87,76,,3,2.889,1901, 2, B,,,2100,8,121,5.515.400,København Ø
Ejerlejlighed,9.995.000,64.483,155,143,,5,6.341,1905, 4,,12.588974,55.694285,2100,9,117,9.095.450,København Ø
Ejerlejlighed,2.750.000,49.107,56,51,,2,2.913,1934,0, C,12.56515,55.709408,2100,5,88,2.612.500,København Ø
Rækkehus,11.990.000,92.945,129,,,5,5.753,1873,0, D,12.576737,55.692633,2100,14,149,10.311.400,København Ø
Ejerlejlighed,2.795.000,53.750,52,45,,2,2.445,1901, 4, D,12.587412,55.706174,2100,13,121,2.431.650,København Ø
Ejerlejlighed,11.495.000,66.063,174,158,,6,5.176,1878, 5, D,,,2100,8,144,10.575.400,København Ø
Villalejlighed,8.195.000,61.156,134,,,6,3.348,1903, 1, E,,,2100,12,119,7.211.600,København Ø
Ejerlejlighed,9.750.000,39.959,244,224,,3,6.990,1902, 5, D,12.577698,55.70272,2100,15,120,8.287.500,København Ø
Rækkehus,15.995.000,117.610,136,,,6,4.547,1882,0, D,12.575359,55.691141,2100,6,140,15.035.300,København Ø
Ejerlejlighed,8.495.000,71.991,118,102,,3,5.849,1997, 4, C,,,2100,6,25,7.985.300,København Ø
Ejerlejlighed,2.445.000,59.634,41,36,,2,2.241,1965, 3, D,,,2100,13,57,2.127.150,København Ø
Andelsbolig,4.750.000,0,108,,864,4,,1876, 3, E,12.574158,55.712449,2100,10,146,4.275.000,København Ø
Ejerlejlighed,2.648.000,51.921,51,44,,2,2.333,1903, 4, C,12.570993,55.714313,2100,10,119,2.383.200,København Ø
Ejerlejlighed,11.900.000,96.747,123,138,,3,5.588,1863,0, D,12.58761,55.701534,2100,5,159,11.305.000,København Ø
Ejerlejlighed,5.895.000,65.500,90,82,,3,3.464,1887, 1, C,12.579083,55.705241,2100,2,135,5.777.100,København Ø
Ejerlejlighed,8.995.000,53.862,167,151,,5,5.845,1929, 1, D,12.577605,55.717088,2100,5,93,8.545.250,København Ø
Ejerlejlighed,2.095.000,53.717,39,34,,1,2.132,1974, 5, C,,,2100,5,48,1.990.250,København Ø
Ejerlejlighed,9.250.000,72.265,128,121,,5,4.299,1903, 4, D,12.586378,55.70698,2100,8,119,8.510.000,København Ø
Rækkehus,12.250.000,94.961,129,,,6,5.734,1876,0, C,12.576249,55.693701,2100,11,146,10.902.500,København Ø
Ejerlejlighed,6.495.000,72.977,89,81,,3,3.503,1908, 4, C,12.58281,55.698532,2100,3,114,6.300.150,København Ø
Ejerlejlighed,6.995.000,61.902,113,102,,3,4.470,2006, 2, B,,,2100,3,16,6.785.150,København Ø
Ejerlejlighed,3.195.000,45.642,70,63,,2,3.052,1938, 2, C,,,2100,6,84,3.003.300,København Ø
Ejerlejlighed,3.995.000,52.565,76,60,,2,3.448,1997,0,,,,2100,0,25,3.995.000,København Ø
Ejerlejlighed,6.995.000,58.781,119,105,,5,3.304,1907, 1, E,12.577281,55.713895,2100,3,115,6.785.150,København Ø
Ejerlejlighed,10.950.000,63.294,173,159,,6,6.359,1901, 3, D,12.5883,55.703301,2100,0,121,10.950.000,København Ø
Ejerlejlighed,2.395.000,47.900,50,45,,2,2.283,1935, 3, E,12.554709,55.719166,2100,16,87,2.011.800,København Ø
Ejerlejlighed,2.748.000,48.210,57,48,,2,2.802,1978, 1, D,,,2100,11,44,2.445.720,København Ø
Ejerlejlighed,3.495.000,49.225,71,62,,2,2.260,1927,0, C,12.560659,55.711929,2100,5,95,3.320.250,København Ø
Rækkehus,18.750.000,134.892,139,,,6,5.867,1885,0, C,12.576018,55.692674,2100,6,137,17.625.000,København Ø
Ejerlejlighed,3.095.000,55.267,56,48,,2,2.491,1909,0, C,12.583394,55.7089,2100,17,113,2.568.850,København Ø
Ejerlejlighed,4.998.000,57.448,87,77,,3,3.431,2007, 2, B,,,2100,0,15,4.998.000,København Ø
Ejerlejlighed,4.995.000,46.250,108,178,,4,3.826,1929,0, C,,,2100,13,93,4.345.650,København Ø
Ejerlejlighed,13.995.000,81.842,171,160,,5,4.803,1878, 4, C,,,2100,0,144,13.995.000,København Ø
Ejerlejlighed,4.495.000,83.240,54,45,,3,2.514,1932,0, D,,,2100,10,90,4.045.500,København Ø
Ejerlejlighed,2.645.000,52.900,50,46,,2,2.082,1935,0, D,,,2100,0,87,2.645.000,København Ø
Ejerlejlighed,4.950.000,61.111,81,71,,3,3.124,2007, 3, B,,,2100,0,15,4.950.000,København Ø
Ejerlejlighed,7.498.000,60.959,123,115,,5,8.448,1994, 1, C,12.597758,55.697494,2100,3,28,7.273.060,København Ø
Ejerlejlighed,2.795.000,55.900,50,43,,1,2.662,1930, 1, C,12.566176,55.709672,2100,0,92,2.795.000,København Ø
Ejerlejlighed,5.595.000,66.607,84,75,,2,6.139,1994, 1, C,12.597718,55.697327,2100,7,28,5.203.350,København Ø
Ejerlejlighed,13.995.000,64.791,216,206,,6,6.021,1920, 2, D,12.571637,55.707045,2100,5,102,13.295.250,København Ø
Ejerlejlighed,6.995.000,53.396,131,124,,5,5.442,1904, 2, C,12.590755,55.704006,2100,7,118,6.505.350,København Ø
Villa,22.000.000,110.552,199,,559,7,15.435,1938,0, C,12.578996,55.716928,2100,8,84,20.240.000,København Ø
Ejerlejlighed,4.850.000,48.019,101,91,,3,5.840,2007,0, B,12.5931564,55.6975266,2100,3,15,4.704.500,København Ø
Ejerlejlighed,2.595.000,56.413,46,40,,2,2.855,1969, 3, C,12.570526,55.711506,2100,6,53,2.439.300,København Ø
Ejerlejlighed,3.495.000,41.117,85,33,,3,5.317,1885,0, D,,,2100,10,137,3.145.500,København Ø
Ejerlejlighed,4.995.000,61.666,81,73,,3,3.230,1985, 1, D,12.584565,55.702978,2100,14,37,4.295.700,København Ø
Ejerlejlighed,19.000.000,62.091,306,287,,8,13.746,1901, 1, D,12.579513,55.691803,2100,5,121,18.050.000,København Ø
Ejerlejlighed,2.995.000,30.561,98,89,,3,4.245,1972, 1, B,12.56222,55.709648,2100,6,50,2.815.300,København Ø
Ejerlejlighed,2.395.000,47.900,50,44,,2,2.418,1935, 1, D,12.587826,55.708304,2100,20,87,1.916.000,København Ø
Ejerlejlighed,3.750.000,44.642,84,77,,3,3.933,1938,0, C,12.578302,55.712236,2100,17,84,3.112.500,København Ø
Ejerlejlighed,2.950.000,50.862,58,71,,2,2.377,1932,0, D,12.566205,55.710786,2100,10,90,2.655.000,København Ø
Villalejlighed,6.750.000,60.267,112,,,4,2.612,1913,0, D,12.558979,55.71129,2100,10,109,6.075.000,København Ø
Ejerlejlighed,5.695.000,66.220,86,87,,3,4.748,2005,0, B,12.584095,55.705304,2100,12,17,5.011.600,København Ø
Ejerlejlighed,13.250.000,53.861,246,236,,6,6.082,1906, 5, C,,,2100,16,116,11.130.000,København Ø
Ejerlejlighed,5.495.000,58.457,94,126,,5,3.112,1928, 1, C,,,2100,8,94,5.055.400,København Ø
Ejerlejlighed,11.995.000,79.437,151,142,,5,4.915,1916, 4, C,12.583524,55.707363,2100,0,106,11.995.000,København Ø
Ejerlejlighed,5.995.000,62.447,96,92,,3,2.876,1891,0, D,12.58539,55.697017,2100,5,131,5.695.250,København Ø
Ejerlejlighed,3.995.000,36.651,109,96,,3,4.339,2005, 4, B,,,2300,0,17,3.995.000,København S
Villa,6.495.000,37.761,172,,532,6,5.056,1937,0, C,12.591942,55.64515,2300,0,85,6.495.000,København S
Villa,7.995.000,56.702,141,,502,6,5.048,1930,0, D,12.622692,55.648899,2300,0,92,7.995.000,København S
Ejerlejlighed,1.995.000,41.562,48,42,,2,2.129,1903, 3, C,12.612103,55.655623,2300,0,119,1.995.000,København S
Ejerlejlighed,2.595.000,44.741,58,51,,2,2.163,1929, 2, D,12.614005,55.64873,2300,0,93,2.595.000,København S
Villa,7.995.000,52.598,152,,532,6,6.143,1952,0, E,12.609371,55.643675,2300,0,70,7.995.000,København S
Ejerlejlighed,7.995.000,79.950,100,90,,3,4.696,1906, 2, D,12.579056,55.668344,2300,0,116,7.995.000,København S
Ejerlejlighed,2.295.000,38.898,59,56,,2,2.517,1968, 3, C,12.612645,55.64825,2300,0,54,2.295.000,København S
Ejerlejlighed,3.295.000,47.071,70,65,,2,2.022,1935, 3, C,,,2300,0,87,3.295.000,København S
Ejerlejlighed,3.750.000,45.731,82,73,,3,2.870,2016, 5, A15,,,2300,0,6,3.750.000,København S
Ejerlejlighed,3.995.000,52.565,76,69,,3,2.264,1903, 1, C,12.609645,55.665597,2300,0,119,3.995.000,København S
Ejerlejlighed,4.250.000,57.432,74,63,,2,2.843,2007, 2, C,12.582543,55.666943,2300,0,15,4.250.000,København S
Villa,4.495.000,33.296,135,,532,5,6.175,1963,0, F,12.608187,55.646135,2300,0,59,4.495.000,København S
Villa,4.995.000,60.180,83,,532,3,5.000,1955,0, E,12.623287,55.640675,2300,0,67,4.995.000,København S
Villa,5.795.000,29.871,194,,739,5,5.882,1951,0, D,12.594262,55.643237,2300,0,71,5.795.000,København S
Villa,9.495.000,70.333,135,,873,5,7.633,1973,0, D,12.631236,55.648705,2300,0,49,9.495.000,København S
Ejerlejlighed,1.750.000,35.000,50,48,,2,2.772,1938, 2, D,,,2300,0,84,1.750.000,København S
Ejerlejlighed,2.995.000,44.701,67,60,,3,2.345,1932,0, C,12.613035,55.653652,2300,0,90,2.995.000,København S
Ejerlejlighed,4.495.000,47.315,95,83,,3,3.885,2009, 3, B,,,2300,0,13,4.495.000,København S
Rækkehus,5.800.000,50.434,115,,,4,3.681,2016,0, A15,,,2300,0,6,5.800.000,København S
Rækkehus,9.750.000,79.918,122,,,4,5.008,2014,0, A10,,,2300,0,8,9.750.000,København S
Ejerlejlighed,2.395.000,40.593,59,54,,2,2.782,1962, 2, D,12.634115,55.645973,2300,0,60,2.395.000,København S
Ejerlejlighed,2.795.000,45.819,61,53,,2,2.466,1905, 4, C,12.612582,55.666447,2300,0,117,2.795.000,København S
Ejerlejlighed,3.995.000,68.879,58,51,,2,2.020,1913, 5, D,12.575941,55.665423,2300,0,109,3.995.000,København S
Ejerlejlighed,5.695.000,58.711,97,91,,3,4.281,2008, 3, B,12.571045,55.658834,2300,0,14,5.695.000,København S
Ejerlejlighed,2.795.000,44.365,63,56,,3,2.621,1929, 3, D,12.613784,55.6487,2300,0,93,2.795.000,København S
Ejerlejlighed,4.495.000,53.511,84,71,,2,3.711,2006, 2, C,,,2300,0,16,4.495.000,København S
Ejerlejlighed,6.995.000,51.814,135,126,,4,5.020,2014,0, A10,,,2300,0,8,6.995.000,København S
Ejerlejlighed,7.795.000,61.865,126,113,,4,4.220,2007, 4, C,12.630899,55.662416,2300,0,15,7.795.000,København S
Ejerlejlighed,9.500.000,76.000,125,112,,3,4.775,1961, 8, A10,,,2300,0,61,9.500.000,København S
Ejerlejlighed,1.495.000,35.595,42,37,,1,1.786,1970, 4, C,,,2300,0,52,1.495.000,København S
Ejerlejlighed,2.395.000,40.593,59,51,,2,3.741,1935, 2, C,,,2300,0,87,2.395.000,København S
Ejerlejlighed,2.450.000,43.750,56,49,,2,2.482,1932,0, C,12.622063,55.660945,2300,0,90,2.450.000,København S
Ejerlejlighed,2.595.000,41.854,62,56,,2,2.187,1982, 2, C,12.626005,55.64609,2300,0,40,2.595.000,København S
Ejerlejlighed,3.250.000,49.242,66,62,,3,2.819,1939, 1, C,12.616388,55.66627,2300,0,83,3.250.000,København S
Ejerlejlighed,4.650.000,53.448,87,75,,3,2.953,2018,0, A20,,,2300,0,4,4.650.000,København S
Rækkehus,5.495.000,45.791,120,,,4,4.700,2005,0, A10,12.587756,55.649294,2300,0,17,5.495.000,København S
Rækkehus,6.195.000,50.778,122,,,5,3.085,2015,0, A15,12.604801,55.648913,2300,0,7,6.195.000,København S
Villa,7.195.000,57.103,126,,319,4,5.004,1906,0, C,12.618196,55.650818,2300,10,116,6.475.500,København S
Villa,8.495.000,59.405,143,,497,4,5.568,1904,0, E,12.610365,55.651795,2300,0,118,8.495.000,København S
Ejerlejlighed,8.500.000,69.105,123,111,,4,4.962,2002, 6, C,,,2300,0,20,8.500.000,København S
Villa,6.250.000,80.128,78,,502,4,5.547,1927,0, E,12.62697,55.650975,2300,0,95,6.250.000,København S
Ejerlejlighed,4.195.000,55.197,76,69,,3,2.978,1912, 3, D,12.609401,55.665095,2300,0,110,4.195.000,København S
Ejerlejlighed,5.395.000,55.051,98,82,,3,4.319,2005,0, C,,,2300,0,17,5.395.000,København S
Ejerlejlighed,5.495.000,57.842,95,82,,3,3.927,2018, 2, A20,12.594537,55.666408,2300,0,4,5.495.000,København S
Ejerlejlighed,5.795.000,60.364,96,83,,3,4.198,1906, 1, D,12.579526,55.668704,2300,0,116,5.795.000,København S
Ejerlejlighed,2.695.000,48.125,56,49,,2,2.752,1932, 4, C,12.621083,55.660907,2300,0,90,2.695.000,København S
Ejerlejlighed,2.995.000,48.306,62,58,,2,2.821,1970, 3, D,12.617521,55.663959,2300,0,52,2.995.000,København S
Ejerlejlighed,3.250.000,44.520,73,73,,3,2.381,2020,0, A20,12.569237,55.622968,2300,0,2,3.250.000,København S
Ejerlejlighed,3.995.000,54.726,73,63,,2,3.145,2007,0, C,,,2300,0,15,3.995.000,København S
Ejerlejlighed,4.300.000,47.777,90,79,,3,3.906,2007, 6, B,,,2300,0,15,4.300.000,København S
Ejerlejlighed,4.750.000,41.666,114,105,,4,4.910,2007, 6, C,,,2300,0,15,4.750.000,København S
Villa,13.250.000,74.858,177,,476,5,6.675,1950,0, B,,,2300,0,72,13.250.000,København S
Villa,13.995.000,58.070,241,,788,9,7.617,1936,0, C,12.603739,55.654146,2300,0,86,13.995.000,København S
Ejerlejlighed,1.695.000,33.235,51,48,,2,2.871,1935, 1, D,12.620996,55.658516,2300,11,87,1.508.550,København S
Ejerlejlighed,2.495.000,43.017,58,48,,2,2.947,1906, 3, D,12.613493,55.66029,2300,0,116,2.495.000,København S
Ejerlejlighed,2.795.000,41.716,67,64,,3,2.573,1968, 2, C,12.612645,55.64825,2300,0,54,2.795.000,København S
Ejerlejlighed,3.195.000,48.409,66,61,,2,3.199,1936, 1, E,12.620133,55.652713,2300,0,86,3.195.000,København S
Ejerlejlighed,4.995.000,52.031,96,88,,4,3.984,1915,0, C,12.60062,55.659787,2300,9,107,4.545.450,København S
Ejerlejlighed,6.995.000,61.902,113,98,,3,4.491,2019, 4, B,12.567975,55.656665,2300,4,3,6.715.200,København S
Ejerlejlighed,7.250.000,77.956,93,93,,3,4.844,2023, 11, A20,,,2300,0,-1,7.250.000,København S
Ejerlejlighed,1.195.000,45.961,26,23,,1,1.561,1935,0, D,12.620373,55.658399,2300,0,87,1.195.000,København S
Ejerlejlighed,1.525.000,41.216,37,34,,1,3.291,1971,0, E,,,2300,0,51,1.525.000,København S
Ejerlejlighed,2.275.000,38.559,59,52,,2,3.072,1914, 4, D,12.612937,55.660416,2300,0,108,2.275.000,København S
Ejerlejlighed,3.595.000,46.688,77,70,,3,3.260,2017,0, A20,,,2300,0,5,3.595.000,København S
Ejerlejlighed,3.795.000,51.986,73,68,,3,2.539,1936, 4, C,12.607607,55.662466,2300,0,86,3.795.000,København S
Ejerlejlighed,5.995.000,48.739,123,110,,4,4.399,2018, 3, A20,12.594145,55.666504,2300,0,4,5.995.000,København S
Ejerlejlighed,7.245.000,63.552,114,111,,3,4.802,2007,0, C,,,2300,0,15,7.245.000,København S
Villa,7.495.000,58.554,128,,498,6,5.106,1996,0, B,12.621522,55.647891,2300,0,26,7.495.000,Kastrup
Ejerlejlighed,7.495.000,58.100,129,113,,3,5.372,2005, 6, B,,,2300,0,17,7.495.000,København S
Ejerlejlighed,11.495.000,71.843,160,152,,4,6.046,1962, 1, A10,,,2300,0,60,11.495.000,København S
Villa,17.995.000,67.650,266,,995,9,8.514,1922,0, D,12.606667,55.653124,2300,0,100,17.995.000,København S
Ejerlejlighed,2.345.000,41.875,56,48,,2,2.853,1932,0, C,,,2300,0,90,2.345.000,København S
Ejerlejlighed,2.395.000,48.877,49,41,,2,2.803,1902, 2, C,12.611309,55.655459,2300,0,120,2.395.000,København S
Ejerlejlighed,2.495.000,46.203,54,48,,2,1.570,1936, 2, D,,,2300,4,86,2.395.200,København S
Ejerlejlighed,2.995.000,50.762,59,52,,2,1.702,1929, 2, C,12.615083,55.662569,2300,0,93,2.995.000,København S
Ejerlejlighed,4.295.000,50.529,85,78,,4,3.573,1914, 1, E,12.622478,55.652921,2300,0,108,4.295.000,København S
Ejerlejlighed,5.295.000,50.913,104,95,,4,2.899,1913, 5, D,12.596644,55.666994,2300,0,109,5.295.000,København S
Ejerlejlighed,5.995.000,49.139,122,105,,4,3.911,2021,0, A20,,,2300,0,1,5.995.000,København S
Rækkehus,6.000.000,54.545,110,,,4,3.364,2016,0, A15,,,2300,0,6,6.000.000,København S
Villa,6.595.000,51.523,128,,411,4,4.209,1960,0, C,,,2300,0,62,6.595.000,København S
Ejerlejlighed,4.495.000,44.504,101,95,,3,3.030,1935, 5, C,,,2300,0,87,4.495.000,København S
Villa,4.995.000,58.081,86,,556,4,5.966,1925,0, E,12.620384,55.640857,2300,0,97,4.995.000,København S
Ejerlejlighed,8.300.000,73.451,113,98,,3,5.515,2018, 10, B,,,2300,0,4,8.300.000,København S
Ejerlejlighed,3.795.000,32.435,117,68,,4,3.181,1930, 1, D,12.598671,55.6412,2300,0,92,3.795.000,København S
Ejerlejlighed,4.595.000,52.215,88,75,,2,4.227,2006, 3, B,12.580813,55.667745,2300,8,16,4.227.400,København S
Ejerlejlighed,2.695.000,44.180,61,54,,2,3.005,1931,0, C,12.611281,55.666885,2300,4,91,2.587.200,København S
Ejerlejlighed,3.295.000,41.187,80,68,,3,3.109,2005, 5, B,,,2300,0,17,3.295.000,København S
Ejerlejlighed,3.495.000,44.807,78,70,,3,2.414,1903,0, D,12.612168,55.657035,2300,0,119,3.495.000,København S
Ejerlejlighed,3.995.000,63.412,63,51,,2,2.212,2006, 5, B,,,2300,0,16,3.995.000,København S
Ejerlejlighed,3.995.000,43.423,92,78,,3,3.438,2007, 1, B,,,2300,0,15,3.995.000,København S
Villalejlighed,3.995.000,48.719,82,,,4,2.357,1964, 1, C,,,2300,0,58,3.995.000,København S
Ejerlejlighed,4.495.000,48.858,92,86,,4,3.920,1913, 1, D,,,2300,0,109,4.495.000,København S
Ejerlejlighed,4.495.000,50.505,89,81,,3,2.581,1903, 4, D,12.612168,55.657035,2300,0,119,4.495.000,København S
Rækkehus,6.295.000,46.977,134,,,6,4.785,2017,0, A15,,,2300,0,5,6.295.000,København S
Ejerlejlighed,7.395.000,54.777,135,127,,5,3.994,1911,0, D,,,2300,0,111,7.395.000,København S
Ejerlejlighed,3.295.000,54.916,60,54,,3,3.125,1940, 3, D,12.606043,55.662553,2300,0,82,3.295.000,København S
Ejerlejlighed,3.450.000,54.761,63,55,,3,2.412,1903, 1,,,,2300,0,119,3.450.000,København S
Ejerlejlighed,3.495.000,42.621,82,75,,3,3.371,1938, 2, D,,,2300,0,84,3.495.000,København S
Ejerlejlighed,3.995.000,47.000,85,74,,3,3.735,2007, 1, B,,,2300,0,15,3.995.000,København S
Ejerlejlighed,3.995.000,35.990,111,98,,3,4.058,2005, 5, A10,,,2300,0,17,3.995.000,København S
Ejerlejlighed,4.995.000,47.122,106,145,,4,5.341,1914,0, C,12.597054,55.665828,2300,0,108,4.995.000,København S
Villa,4.995.000,39.960,125,,488,5,5.452,1923,0, C,12.606181,55.645708,2300,0,99,4.995.000,København S
Ejerlejlighed,5.245.000,57.637,91,80,,3,4.259,2005, 3, B,,,2300,0,17,5.245.000,København S
Ejerlejlighed,5.995.000,58.203,103,92,,3,3.726,2019, 5, A20,,,2300,3,3,5.815.150,København S
Villalejlighed,7.995.000,78.382,102,,,3,4.260,1934,0, D,12.613933,55.643428,2300,0,88,7.995.000,København S
Ejerlejlighed,9.495.000,63.724,149,138,,4,5.713,2014, 1, A10,,,2300,0,8,9.495.000,København S
Villa,11.495.000,59.869,192,,645,6,5.486,1929,0, C,12.621649,55.646588,2300,0,93,11.495.000,København S
Ejerlejlighed,1.695.000,38.522,44,42,,2,2.454,1938,0, D,,,2300,0,84,1.695.000,København S
Ejerlejlighed,2.400.000,40.677,59,53,,2,3.223,1974, 2, C,,,2300,10,48,2.160.000,København S
Ejerlejlighed,2.795.000,51.759,54,48,,2,1.952,1912, 1, C,12.599769,55.658135,2300,0,110,2.795.000,København S
Ejerlejlighed,1.795.000,48.513,37,31,,1,1.138,1936, 2, D,,,2300,5,86,1.705.250,København S
Ejerlejlighed,2.195.000,35.983,61,55,,2,1.914,1936, 2, D,,,2300,12,86,1.931.600,København S
Ejerlejlighed,2.195.000,43.900,50,71,,2,1.840,1935,0, D,12.617602,55.654539,2300,0,87,2.195.000,København S
Ejerlejlighed,2.370.000,44.716,53,49,,2,1.975,1939, 1, B,12.619662,55.652582,2300,5,83,2.251.500,Kastrup
Andelsbolig,2.737.170,0,74,,,3,,1875, 3, C,12.600449,55.664157,2300,0,147,2.737.170,København S
Ejerlejlighed,2.995.000,45.378,66,63,,3,3.126,1940, 1, D,12.620802,55.657773,2300,6,82,2.815.300,København S
Ejerlejlighed,4.995.000,56.123,89,84,,3,3.831,1886, 1, C,12.599446,55.663365,2300,0,136,4.995.000,København S
Ejerlejlighed,5.150.000,55.978,92,85,,4,4.116,1913, 5, C,,,2300,0,109,5.150.000,København S
Villalejlighed,6.795.000,73.064,93,,,3,2.946,1931,0, E,12.625988,55.657298,2300,0,91,6.795.000,København S
Ejerlejlighed,6.895.000,56.983,121,124,,4,4.728,2006, 2, A10,12.606953,55.665066,2300,0,16,6.895.000,København S
Villa,10.495.000,78.909,133,,479,5,5.759,1936,0, D,12.62852,55.650902,2300,0,86,10.495.000,København S
Villa,10.995.000,78.535,140,,577,6,5.176,1911,0, E,12.61941,55.648677,2300,0,111,10.995.000,København S
Ejerlejlighed,2.250.000,43.269,52,49,,2,3.208,1940,0, D,,,2300,4,82,2.160.000,København S
Ejerlejlighed,2.450.000,42.982,57,50,,2,2.489,1932, 4, C,12.623369,55.661001,2300,0,90,2.450.000,København S
Ejerlejlighed,2.795.000,45.080,62,57,,3,1.510,1937, 1, D,,,2300,7,85,2.599.350,Kastrup
Ejerlejlighed,3.195.000,37.151,86,104,,4,4.245,1929,0, C,12.610378,55.655862,2300,0,93,3.195.000,København S
Ejerlejlighed,3.995.000,49.320,81,75,,3,2.577,1932, 1, D,12.623653,55.647639,2300,0,90,3.995.000,København S
Villa,5.150.000,47.247,109,,643,4,5.041,1955,0, D,,,2300,0,67,5.150.000,København S
Ejerlejlighed,5.795.000,57.376,101,89,,4,3.662,2006,0, B,12.580944,55.667204,2300,0,16,5.795.000,København S
Villa,9.995.000,49.975,200,,640,7,6.876,1968,0, C,12.629882,55.646857,2300,0,54,9.995.000,København S
Ejerlejlighed,2.295.000,44.134,52,44,,2,2.347,1914, 1, C,12.61555,55.667328,2300,0,108,2.295.000,København S
Ejerlejlighed,2.550.000,44.736,57,50,,2,2.374,1904, 1, D,12.611357,55.655235,2300,5,118,2.422.500,København S
Ejerlejlighed,4.750.000,51.630,92,81,,3,2.809,1920, 1, C,,,2300,0,102,4.750.000,København S
Ejerlejlighed,5.795.000,51.283,113,98,,3,4.667,2018, 1, A20,12.593015,55.666331,2300,8,4,5.331.400,København S
Ejerlejlighed,2.350.000,46.078,51,48,,2,2.569,1935, 1, E,12.620388,55.658119,2300,0,87,2.350.000,København S
Ejerlejlighed,2.695.000,46.465,58,51,,2,2.350,1932, 3, C,12.623369,55.661001,2300,0,90,2.695.000,København S
Ejerlejlighed,2.795.000,41.716,67,62,,3,3.007,1936, 2, E,12.619964,55.652852,2300,7,86,2.599.350,Kastrup
Ejerlejlighed,3.895.000,49.935,78,70,,2,3.847,1915,0, C,12.594522,55.663014,2300,0,107,3.895.000,København S
Ejerlejlighed,4.995.000,54.890,91,80,,3,4.119,2005, 3, C,,,2300,6,17,4.695.300,København S
Rækkehus,4.995.000,43.060,116,,,5,4.270,2017,0, A20,,,2300,0,5,4.995.000,København S
Ejerlejlighed,7.495.000,63.516,118,106,,4,4.781,2002, 4, C,,,2300,0,20,7.495.000,København S
Ejerlejlighed,2.395.000,43.545,55,51,,2,2.139,1936, 2, E,,,2300,4,86,2.299.200,København S
Ejerlejlighed,2.495.000,34.178,73,68,,3,3.100,1936, 3, E,12.620133,55.652713,2300,11,86,2.220.550,København S
Ejerlejlighed,2.795.000,45.819,61,55,,2,1.782,1936, 2, D,12.602516,55.654864,2300,0,86,2.795.000,København S
Ejerlejlighed,4.995.000,72.391,69,56,,2,2.497,1961, 11, A10,,,2300,0,61,4.995.000,København S
Ejerlejlighed,6.950.000,68.137,102,94,,2,4.162,2004, 4, B,,,2300,7,18,6.463.500,København S
Ejerlejlighed,7.295.000,70.144,104,89,,3,3.650,2016, 2, A15,12.5654,55.655071,2300,0,6,7.295.000,København S
